T (K);H (kJ/kmol)
163,85;-85874,78491
163,9;-85871,35174
163,95;-85867,96043
164;-85864,56912
164,05;-85861,13594
164,1;-85857,74464
164,15;-85854,35333
164,2;-85850,92015
164,25;-85847,52884
164,3;-85844,09567
164,35;-85840,66249
164,4;-85837,27118
164,45;-85833,83801
164,5;-85830,40483
164,55;-85827,01352
164,6;-85823,58035
164,65;-85820,14717
164,7;-85816,714
164,75;-85813,28082
164,8;-85809,88951
164,85;-85806,45634
164,9;-85803,02316
164,95;-85799,58998
165;-85796,15681
165,05;-85792,68176
165,1;-85789,24859
165,15;-85785,81541
165,2;-85782,38224
165,25;-85778,94906
165,3;-85775,47402
165,35;-85772,04084
165,4;-85768,60766
165,45;-85765,13262
165,5;-85761,69944
165,55;-85758,2244
165,6;-85754,79122
165,65;-85751,31618
165,7;-85747,883
165,75;-85744,40796
165,8;-85740,93292
165,85;-85737,49974
165,9;-85734,0247
165,95;-85730,54965
166;-85727,07461
166,05;-85723,64143
166,1;-85720,16639
166,15;-85716,69134
166,2;-85713,2163
166,25;-85709,74126
166,3;-85706,26621
166,35;-85702,79117
166,4;-85699,31612
166,45;-85695,79921
166,5;-85692,32417
166,55;-85688,84912
166,6;-85685,37408
166,65;-85681,85717
166,7;-85678,38212
166,75;-85674,90708
166,8;-85671,39017
166,85;-85667,91512
166,9;-85664,39821
166,95;-85660,92317
167;-85657,40626
167,05;-85653,88934
167,1;-85650,4143
167,15;-85646,89739
167,2;-85643,38048
167,25;-85639,86356
167,3;-85636,34665
167,35;-85632,87161
167,4;-85629,3547
167,45;-85625,83778
167,5;-85622,32087
167,55;-85618,80396
167,6;-85615,28705
167,65;-85611,72827
167,7;-85608,21136
167,75;-85604,69444
167,8;-85601,17753
167,85;-85597,61875
167,9;-85594,10184
167,95;-85590,58493
168;-85587,02615
168,05;-85583,50924
168,1;-85579,95046
168,15;-85576,43354
168,2;-85572,87476
168,25;-85569,31598
168,3;-85565,79907
168,35;-85562,24029
168,4;-85558,68151
168,45;-85555,12273
168,5;-85551,60582
168,55;-85548,04704
168,6;-85544,48826
168,65;-85540,92948
168,7;-85537,3707
168,75;-85533,81192
168,8;-85530,25314
168,85;-85526,65249
168,9;-85523,09371
168,95;-85519,53493
169;-85515,97615
169,05;-85512,3755
169,1;-85508,81672
169,15;-85505,25794
169,2;-85501,6573
169,25;-85498,09852
169,3;-85494,49787
169,35;-85490,89722
169,4;-85487,33844
169,45;-85483,73779
169,5;-85480,13714
169,55;-85476,57836
169,6;-85472,97772
169,65;-85469,37707
169,7;-85465,77642
169,75;-85462,17577
169,8;-85458,57512
169,85;-85454,97448
169,9;-85451,37383
169,95;-85447,77318
170;-85444,13066
170,05;-85440,53002
170,1;-85436,92937
170,15;-85433,28685
170,2;-85429,6862
170,25;-85426,08556
170,3;-85422,44304
170,35;-85418,84239
170,4;-85415,19988
170,45;-85411,55736
170,5;-85407,95671
170,55;-85404,3142
170,6;-85400,67168
170,65;-85397,02916
170,7;-85393,42852
170,75;-85389,786
170,8;-85386,14348
170,85;-85382,50097
170,9;-85378,85845
170,95;-85375,21594
171;-85371,53155
171,05;-85367,88904
171,1;-85364,24652
171,15;-85360,604
171,2;-85356,91962
171,25;-85353,2771
171,3;-85349,59272
171,35;-85345,9502
171,4;-85342,26582
171,45;-85338,6233
171,5;-85334,93892
171,55;-85331,25454
171,6;-85327,61202
171,65;-85323,92764
171,7;-85320,24325
171,75;-85316,55887
171,8;-85312,87448
171,85;-85309,1901
171,9;-85305,50572
171,95;-85301,82133
172;-85298,13695
172,05;-85294,45256
172,1;-85290,72631
172,15;-85287,04193
172,2;-85283,35754
172,25;-85279,63129
172,3;-85275,94691
172,35;-85272,22066
172,4;-85268,53627
172,45;-85264,81002
172,5;-85261,08377
172,55;-85257,39938
172,6;-85253,67313
172,65;-85249,94688
172,7;-85246,22063
172,75;-85242,49438
172,8;-85238,76812
172,85;-85235,04187
172,9;-85231,31562
172,95;-85227,58937
173;-85223,86312
173,05;-85220,095
173,1;-85216,36874
173,15;-85212,64249
173,2;-85208,87437
173,25;-85205,14812
173,3;-85201,38
173,35;-85197,65375
173,4;-85193,88563
173,45;-85190,11751
173,5;-85186,39126
173,55;-85182,62314
173,6;-85178,85502
173,65;-85175,0869
173,7;-85171,31878
173,75;-85167,55066
173,8;-85163,78254
173,85;-85160,01442
173,9;-85156,20443
173,95;-85152,43631
174;-85148,66819
174,05;-85144,8582
174,1;-85141,09008
174,15;-85137,32196
174,2;-85133,51197
174,25;-85129,70198
174,3;-85125,93386
174,35;-85122,12388
174,4;-85118,31389
174,45;-85114,5039
174,5;-85110,69391
174,55;-85106,88392
174,6;-85103,07394
174,65;-85099,26395
174,7;-85095,45396
174,75;-85091,64397
174,8;-85087,83398
174,85;-85083,98213
174,9;-85080,17214
174,95;-85076,36215
175;-85072,5103
175,05;-85068,65844
175,1;-85064,84845
175,15;-85060,9966
175,2;-85057,14474
175,25;-85053,33475
175,3;-85049,4829
175,35;-85045,63104
175,4;-85041,77918
175,45;-85037,92733
175,5;-85034,07547
175,55;-85030,18175
175,6;-85026,32989
175,65;-85022,47804
175,7;-85018,58431
175,75;-85014,73246
175,8;-85010,8806
175,85;-85006,98688
175,9;-85003,09315
175,95;-84999,2413
176;-84995,34757
176,05;-84991,45385
176,1;-84987,56012
176,15;-84983,6664
176,2;-84979,77268
176,25;-84975,87895
176,3;-84971,98523
176,35;-84968,0915
176,4;-84964,19778
176,45;-84960,26219
176,5;-84956,36846
176,55;-84952,43287
176,6;-84948,53915
176,65;-84944,60356
176,7;-84940,70983
176,75;-84936,77424
176,8;-84932,83865
176,85;-84928,90306
176,9;-84924,96746
176,95;-84921,03187
177;-84917,09628
177,05;-84913,16069
177,1;-84909,2251
177,15;-84905,2895
177,2;-84901,31204
177,25;-84897,37645
177,3;-84893,39899
177,35;-84889,4634
177,4;-84885,48594
177,45;-84881,50848
177,5;-84877,57289
177,55;-84873,59543
177,6;-84869,61797
177,65;-84865,64051
177,7;-84861,66305
177,75;-84857,68559
177,8;-84853,70813
177,85;-84849,6888
177,9;-84845,71134
177,95;-84841,73388
178;-84837,71455
178,05;-84833,73709
178,1;-84829,71776
178,15;-84825,69844
178,2;-84821,72098
178,25;-84817,70165
178,3;-84813,68232
178,35;-84809,66299
178,4;-84805,64366
178,45;-84801,62434
178,5;-84797,60501
178,55;-84793,54381
178,6;-84789,52448
178,65;-84785,46329
178,7;-84781,44396
178,75;-84777,38276
178,8;-84773,36344
178,85;-84769,30224
178,9;-84765,24104
178,95;-84761,17985
179;-84757,11865
179,05;-84753,05746
179,1;-84748,99626
179,15;-84744,93506
179,2;-84740,87387
179,25;-84736,7708
179,3;-84732,70961
179,35;-84728,64841
179,4;-84724,54535
179,45;-84720,44228
179,5;-84716,38109
179,55;-84712,27802
179,6;-84708,17496
179,65;-84704,0719
179,7;-84699,96883
179,75;-84695,86577
179,8;-84691,72084
179,85;-84687,61777
179,9;-84683,51471
179,95;-84679,36978
180;-84675,26671
180,05;-84671,12178
180,1;-84666,97685
180,15;-84662,87378
180,2;-84658,72885
180,25;-84654,58392
180,3;-84650,43899
180,35;-84646,29406
180,4;-84642,10726
180,45;-84637,96232
180,5;-84633,81739
180,55;-84629,63059
180,6;-84625,48566
180,65;-84621,29886
180,7;-84617,11206
180,75;-84612,96713
180,8;-84608,78033
180,85;-84604,59353
180,9;-84600,40673
180,95;-84596,21993
181;-84591,99126
181,05;-84587,80446
181,1;-84583,61766
181,15;-84579,38899
181,2;-84575,20219
181,25;-84570,97352
181,3;-84566,74486
181,35;-84562,51619
181,4;-84558,28752
181,45;-84554,05885
181,5;-84549,83018
181,55;-84545,60152
181,6;-84541,37285
181,65;-84537,10231
181,7;-84532,87364
181,75;-84528,60311
181,8;-84524,33257
181,85;-84520,1039
181,9;-84515,83337
181,95;-84511,56283
182;-84507,2923
182,05;-84503,02176
182,1;-84498,75122
182,15;-84494,43882
182,2;-84490,16828
182,25;-84485,85588
182,3;-84481,58534
182,35;-84477,27294
182,4;-84472,96054
182,45;-84468,64813
182,5;-84464,33573
182,55;-84460,02332
182,6;-84455,71092
182,65;-84451,39852
182,7;-84447,04424
182,75;-84442,73184
182,8;-84438,37757
182,85;-84434,06516
182,9;-84429,71089
182,95;-84425,35662
183;-84421,00235
183,05;-84416,64808
183,1;-84412,2938
183,15;-84407,89766
183,2;-84403,54339
183,25;-84399,18912
183,3;-84394,79298
183,35;-84390,39684
183,4;-84386,0007
183,45;-84381,64643
183,5;-84377,25029
183,55;-84372,81228
183,6;-84368,41614
183,65;-84364,02
183,7;-84359,58199
183,75;-84355,18585
183,8;-84350,74784
183,85;-84346,3517
183,9;-84341,9137
183,95;-84337,47569
184;-84333,03768
184,05;-84328,59967
184,1;-84324,1198
184,15;-84319,68179
184,2;-84315,20191
184,25;-84310,7639
184,3;-84306,28403
184,35;-84301,80415
184,4;-84297,32428
184,45;-84292,8444
184,5;-84288,36452
184,55;-84283,88465
184,6;-84279,3629
184,65;-84274,88303
184,7;-84270,36128
184,75;-84265,88141
184,8;-84261,35966
184,85;-84256,83792
184,9;-84252,31618
184,95;-84247,79443
185;-84243,23082
185,05;-84238,70908
185,1;-84234,14546
185,15;-84229,62372
185,2;-84225,06011
185,25;-84220,4965
185,3;-84215,93288
185,35;-84211,36927
185,4;-84206,80566
185,45;-84202,20018
185,5;-84197,63657
185,55;-84193,03109
185,6;-84188,42561
185,65;-84183,862
185,7;-84179,25652
185,75;-84174,65104
185,8;-84170,00369
185,85;-84165,39821
185,9;-84160,79273
185,95;-84156,14538
186;-84151,49803
186,05;-84146,85068
186,1;-84142,20334
186,15;-84137,55599
186,2;-84132,90864
186,25;-84128,26129
186,3;-84123,57208
186,35;-84118,92473
186,4;-84114,23551
186,45;-84109,5463
186,5;-84104,85708
186,55;-84100,16786
186,6;-84095,47865
186,65;-84090,74756
186,7;-84086,05835
186,75;-84081,32726
186,8;-84076,59618
186,85;-84071,8651
186,9;-84067,13401
186,95;-84062,40293
187;-84057,67184
187,05;-84052,89889
187,1;-84048,16781
187,15;-84043,39486
187,2;-84038,6219
187,25;-84033,84895
187,3;-84029,076
187,35;-84024,30305
187,4;-84019,48823
187,45;-84014,71528
187,5;-84009,90046
187,55;-84005,08564
187,6;-84000,27082
187,65;-83995,456
187,7;-83990,64118
187,75;-83985,78449
187,8;-83980,96967
187,85;-83976,11298
187,9;-83971,25629
187,95;-83966,3996
188;-83961,54292
188,05;-83956,64436
188,1;-83951,78767
188,15;-83946,88912
188,2;-83942,03243
188,25;-83937,13387
188,3;-83932,23532
188,35;-83927,29489
188,4;-83922,39634
188,45;-83917,49778
188,5;-83912,55736
188,55;-83907,61693
188,6;-83902,67651
188,65;-83897,73608
188,7;-83892,79566
188,75;-83887,81337
188,8;-83882,87294
188,85;-83877,89065
188,9;-83872,90836
188,95;-83867,92607
189;-83862,90191
189,05;-83857,91962
189,1;-83852,89546
189,15;-83847,91316
189,2;-83842,889
189,25;-83837,86484
189,3;-83832,84068
189,35;-83827,77466
189,4;-83822,7505
189,45;-83817,68447
189,5;-83812,61844
189,55;-83807,55241
189,6;-83802,48638
189,65;-83797,37849
189,7;-83792,31246
189,75;-83787,20456
189,8;-83782,09667
189,85;-83776,98877
189,9;-83771,88088
189,95;-83766,73111
190;-83761,62322
190,05;-83756,47345
190,1;-83751,32369
190,15;-83746,17392
190,2;-83741,02416
190,25;-83735,83253
190,3;-83730,6409
190,35;-83725,49113
190,4;-83720,25763
190,45;-83715,066
190,5;-83709,87437
190,55;-83704,64087
190,6;-83699,44924
190,65;-83694,21574
190,7;-83688,94037
190,75;-83683,70687
190,8;-83678,47337
190,85;-83673,198
190,9;-83667,92263
190,95;-83662,64726
191;-83657,3719
191,05;-83652,05466
191,1;-83646,77929
191,15;-83641,46206
191,2;-83636,14482
191,25;-83630,78572
191,3;-83625,46848
191,35;-83620,10938
191,4;-83614,75027
191,45;-83609,39117
191,5;-83604,03206
191,55;-83598,67296
191,6;-83593,27199
191,65;-83587,87102
191,7;-83582,47004
191,75;-83577,06907
191,8;-83571,6681
191,85;-83566,22526
191,9;-83560,78242
191,95;-83555,33958
192;-83549,89674
192,05;-83544,41203
192,1;-83538,92732
192,15;-83533,48448
192,2;-83527,95791
192,25;-83522,4732
192,3;-83516,98849
192,35;-83511,46192
192,4;-83505,93534
192,45;-83500,40876
192,5;-83494,84032
192,55;-83489,27188
192,6;-83483,7453
192,65;-83478,13499
192,7;-83472,56654
192,75;-83466,9981
192,8;-83461,38779
192,85;-83455,77748
192,9;-83450,16716
192,95;-83444,51498
193;-83438,90467
193,05;-83433,25249
193,1;-83427,55844
193,15;-83421,90626
193,2;-83416,21222
193,25;-83410,56004
193,3;-83404,86599
193,35;-83399,13007
193,4;-83393,43602
193,45;-83387,70011
193,5;-83381,96419
193,55;-83376,22828
193,6;-83370,45049
193,65;-83364,67271
193,7;-83358,89492
193,75;-83353,11714
193,8;-83347,33936
193,85;-83341,5197
193,9;-83335,70005
193,95;-83329,8804
194;-83324,01888
194,05;-83318,15736
194,1;-83312,29584
194,15;-83306,43432
194,2;-83300,5728
194,25;-83294,66941
194,3;-83288,76602
194,35;-83282,86264
194,4;-83276,91738
194,45;-83270,97212
194,5;-83265,02687
194,55;-83259,08161
194,6;-83253,09449
194,65;-83247,10736
194,7;-83241,12024
194,75;-83235,13312
194,8;-83229,10412
194,85;-83223,07513
194,9;-83217,04614
194,95;-83211,01715
195;-83204,94629
195,05;-83198,87543
195,1;-83192,7627
195,15;-83186,69184
195,2;-83180,57911
195,25;-83174,46638
195,3;-83168,31179
195,35;-83162,19906
195,4;-83156,04446
195,45;-83149,848
195,5;-83143,6934
195,55;-83137,49694
195,6;-83131,30048
195,65;-83125,06214
195,7;-83118,86568
195,75;-83112,62735
195,8;-83106,34715
195,85;-83100,10882
195,9;-83093,82862
195,95;-83087,54842
196;-83081,22635
196,05;-83074,90428
196,1;-83068,58221
196,15;-83062,26014
196,2;-83055,89621
196,25;-83049,53227
196,3;-83043,16834
196,35;-83036,76253
196,4;-83030,35673
196,45;-83023,95092
196,5;-83017,50325
196,55;-83011,09745
196,6;-83004,60791
196,65;-82998,16024
196,7;-82991,6707
196,75;-82985,18116
196,8;-82978,69162
196,85;-82972,16021
196,9;-82965,6288
196,95;-82959,05552
197;-82952,52412
197,05;-82945,95084
197,1;-82939,3357
197,15;-82932,76242
197,2;-82926,14728
197,25;-82919,49026
197,3;-82912,87512
197,35;-82906,21811
197,4;-82899,51923
197,45;-82892,86222
197,5;-82886,16334
197,55;-82879,42259
197,6;-82872,72371
197,65;-82865,98296
197,7;-82859,20034
197,75;-82852,4596
197,8;-82845,67698
197,85;-82838,89436
197,9;-82832,06988
197,95;-82825,2454
198;-82818,37904
198,05;-82811,55456
198,1;-82804,68821
198,15;-82797,77999
198,2;-82790,91364
198,25;-82784,00542
198,3;-82777,05533
198,35;-82770,14711
198,4;-82763,15515
198,45;-82756,20506
198,5;-82749,21311
198,55;-82742,22115
198,6;-82735,2292
198,65;-82728,19537
198,7;-82721,16155
198,75;-82714,08586
198,8;-82707,01016
198,85;-82699,93447
198,9;-82692,81691
198,95;-82685,74122
199;-82678,58179
199,05;-82671,46423
199,1;-82664,3048
199,15;-82657,10351
199,2;-82649,94408
199,25;-82642,74278
199,3;-82635,49962
199,35;-82628,29832
199,4;-82621,01329
199,45;-82613,77013
199,5;-82606,4851
199,55;-82599,20006
199,6;-82591,91503
199,65;-82584,58813
199,7;-82577,26123
199,75;-82569,89246
199,8;-82562,5237
199,85;-82555,15493
199,9;-82547,78616
199,95;-82540,37552
200;-82532,92302
200,05;-82525,51238
200,1;-82518,05988
200,15;-82510,60738
200,2;-82503,113
200,25;-82495,61863
200,3;-82488,12426
200,35;-82480,58802
200,4;-82473,05178
200,45;-82465,51554
200,5;-82457,93743
200,55;-82450,35932
200,6;-82442,78122
200,65;-82435,16124
200,7;-82427,54126
200,75;-82419,92129
200,8;-82412,25944
200,85;-82404,5976
200,9;-82396,93576
200,95;-82389,27391
201;-82381,5702
201,05;-82373,82462
201,1;-82366,12091
201,15;-82358,37533
201,2;-82350,62975
201,25;-82342,88417
201,3;-82335,09672
201,35;-82327,30927
201,4;-82319,52182
201,45;-82311,69251
201,5;-82303,86319
201,55;-82296,03388
201,6;-82288,16269
201,65;-82280,33338
201,7;-82272,46219
201,75;-82264,54914
201,8;-82256,67796
201,85;-82248,7649
201,9;-82240,85185
201,95;-82232,9388
202;-82224,98388
202,05;-82217,02896
202,1;-82209,07404
202,15;-82201,11912
202,2;-82193,12233
202,25;-82185,16741
202,3;-82177,17062
202,35;-82169,13197
202,4;-82161,13518
202,45;-82153,09652
202,5;-82145,09974
202,55;-82137,06108
202,6;-82128,98056
202,65;-82120,9419
202,7;-82112,86138
202,75;-82104,82272
202,8;-82096,7422
202,85;-82088,6198
202,9;-82080,53928
202,95;-82072,45876
203;-82064,33636
203,05;-82056,21397
203,1;-82048,09158
203,15;-82039,96919
203,2;-82031,8468
203,25;-82023,7244
203,3;-82015,60201
203,35;-82007,43775
203,4;-81999,31536
203,45;-81991,1511
203,5;-81982,98684
203,55;-81974,82258
203,6;-81966,70019
203,65;-81958,53593
203,7;-81950,37167
203,75;-81942,16554
203,8;-81934,00128
203,85;-81925,83702
203,9;-81917,67276
203,95;-81909,5085
204;-81901,34424
204,05;-81893,13811
204,1;-81884,97385
204,15;-81876,80959
204,2;-81868,64533
204,25;-81860,4392
204,3;-81852,27494
204,35;-81844,11068
204,4;-81835,94642
204,45;-81827,78216
204,5;-81819,6179
204,55;-81811,45364
204,6;-81803,28938
204,65;-81795,12512
204,7;-81787,00273
204,75;-81778,83847
204,8;-81770,71608
204,85;-81762,55182
204,9;-81754,42943
204,95;-81746,30704
205;-81738,18464
205,05;-81730,06225
205,1;-81721,93986
205,15;-81713,85934
205,2;-81705,73694
205,25;-81697,65642
205,3;-81689,5759
205,35;-81681,49537
205,4;-81673,41485
205,45;-81665,37619
205,5;-81657,29567
205,55;-81649,25701
205,6;-81641,21836
205,65;-81633,22157
205,7;-81625,18291
205,75;-81617,18612
205,8;-81609,18934
205,85;-81601,19255
205,9;-81593,23763
205,95;-81585,28271
206;-81577,32779
206,05;-81569,37287
206,1;-81561,45982
206,15;-81553,5049
206,2;-81545,63371
206,25;-81537,72066
206,3;-81529,84948
206,35;-81521,97829
206,4;-81514,10711
206,45;-81506,27779
206,5;-81498,44848
206,55;-81490,61916
206,6;-81482,83171
206,65;-81475,04426
206,7;-81467,25682
206,75;-81459,51124
206,8;-81451,76566
206,85;-81444,02008
206,9;-81436,31636
206,95;-81428,61265
207;-81420,95081
207,05;-81413,28896
207,1;-81405,62712
207,15;-81397,96528
207,2;-81390,3453
207,25;-81382,76719
207,3;-81375,14722
207,35;-81367,61098
207,4;-81360,03287
207,45;-81352,49663
207,5;-81344,96039
207,55;-81337,46602
207,6;-81329,97164
207,65;-81322,51914
207,7;-81315,06664
207,75;-81307,61413
207,8;-81300,2035
207,85;-81292,79286
207,9;-81285,42409
207,95;-81278,05532
208;-81270,68656
208,05;-81263,35966
208,1;-81256,03276
208,15;-81248,74772
208,2;-81241,46269
208,25;-81234,21953
208,3;-81226,97636
208,35;-81219,77507
208,4;-81212,5319
208,45;-81205,37248
208,5;-81198,21305
208,55;-81191,05362
208,6;-81183,93606
208,65;-81176,8185
208,7;-81169,70094
208,75;-81162,62525
208,8;-81155,59142
208,85;-81148,5576
208,9;-81141,52378
208,95;-81134,53182
209;-81127,53986
209,05;-81120,58978
209,1;-81113,63969
209,15;-81106,6896
209,2;-81099,78138
209,25;-81092,91503
209,3;-81086,04868
209,35;-81079,18232
209,4;-81072,35784
209,45;-81065,53336
209,5;-81058,75074
209,55;-81051,96812
209,6;-81045,18551
209,65;-81038,44476
209,7;-81031,74588
209,75;-81025,047
209,8;-81018,34812
209,85;-81011,69111
209,9;-81005,0341
209,95;-80998,41895
210;-80991,80381
210,05;-80985,18866
210,1;-80978,61539
210,15;-80972,08398
210,2;-80965,5107
210,25;-80959,02116
210,3;-80952,48976
210,35;-80946,04208
210,4;-80939,55254
210,45;-80933,10487
210,5;-80926,6572
210,55;-80920,2514
210,6;-80913,88746
210,65;-80907,48166
210,7;-80901,11772
210,75;-80894,79565
210,8;-80888,47358
210,85;-80882,15152
210,9;-80875,87132
210,95;-80869,59112
211;-80863,35278
211,05;-80857,11445
211,1;-80850,87612
211,15;-80844,67966
211,2;-80838,48319
211,25;-80832,3286
211,3;-80826,174
211,35;-80820,0194
211,4;-80813,90668
211,45;-80807,79395
211,5;-80801,72309
211,55;-80795,65223
211,6;-80789,62324
211,65;-80783,55238
211,7;-80777,56525
211,75;-80771,53626
211,8;-80765,54914
211,85;-80759,60388
211,9;-80753,61676
211,95;-80747,71337
212;-80741,76811
212,05;-80735,86472
212,1;-80729,96134
212,15;-80724,09982
212,2;-80718,2383
212,25;-80712,37678
212,3;-80706,55712
212,35;-80700,73747
212,4;-80694,95969
212,45;-80689,1819
212,5;-80683,40412
212,55;-80677,6682
212,6;-80671,93229
212,65;-80666,19637
212,7;-80660,50232
212,75;-80654,80828
212,8;-80649,11423
212,85;-80643,46205
212,9;-80637,80987
212,95;-80632,15769
213;-80626,54738
213,05;-80620,93706
213,1;-80615,36862
213,15;-80609,75831
213,2;-80604,23173
213,25;-80598,66329
213,3;-80593,13671
213,35;-80587,61014
213,4;-80582,12543
213,45;-80576,59885
213,5;-80571,11414
213,55;-80565,6713
213,6;-80560,22846
213,65;-80554,78562
213,7;-80549,34278
213,75;-80543,94181
213,8;-80538,54084
213,85;-80533,13987
213,9;-80527,78076
213,95;-80522,42166
214;-80517,10442
214,05;-80511,74532
214,1;-80506,42808
214,15;-80501,11085
214,2;-80495,83548
214,25;-80490,56011
214,3;-80485,28474
214,35;-80480,00938
214,4;-80474,77588
214,45;-80469,54238
214,5;-80464,35074
214,55;-80459,11724
214,6;-80453,92561
214,65;-80448,73398
214,7;-80443,58422
214,75;-80438,43445
214,8;-80433,28469
214,85;-80428,13492
214,9;-80423,02703
214,95;-80417,91913
215;-80412,81124
215,05;-80407,70334
215,1;-80402,63731
215,15;-80397,57128
215,2;-80392,54712
215,25;-80387,4811
215,3;-80382,45694
215,35;-80377,43278
215,4;-80372,45048
215,45;-80367,42632
215,5;-80362,44403
215,55;-80357,46174
215,6;-80352,52132
215,65;-80347,53902
215,7;-80342,5986
215,75;-80337,70004
215,8;-80332,75962
215,85;-80327,86106
215,9;-80322,96251
215,95;-80318,06395
216;-80313,20726
216,05;-80308,30871
216,1;-80303,45202
216,15;-80298,59533
216,2;-80293,78051
216,25;-80288,96569
216,3;-80284,15087
216,35;-80279,33605
216,4;-80274,52123
216,45;-80269,74828
216,5;-80264,97533
216,55;-80260,20238
216,6;-80255,42942
216,65;-80250,69834
216,7;-80245,96726
216,75;-80241,23617
216,8;-80236,50509
216,85;-80231,81587
216,9;-80227,12666
216,95;-80222,43744
217;-80217,74822
217,05;-80213,05901
217,1;-80208,41166
217,15;-80203,76431
217,2;-80199,11696
217,25;-80194,46962
217,3;-80189,86414
217,35;-80185,21679
217,4;-80180,61131
217,45;-80176,0477
217,5;-80171,44222
217,55;-80166,8786
217,6;-80162,27312
217,65;-80157,70951
217,7;-80153,18777
217,75;-80148,62416
217,8;-80144,10241
217,85;-80139,58067
217,9;-80135,05892
217,95;-80130,53718
218;-80126,01544
218,05;-80121,53556
218,1;-80117,05568
218,15;-80112,57581
218,2;-80108,09593
218,25;-80103,61606
218,3;-80099,17805
218,35;-80094,74004
218,4;-80090,30203
218,45;-80085,86402
218,5;-80081,46788
218,55;-80077,02988
218,6;-80072,63374
218,65;-80068,2376
218,7;-80063,84146
218,75;-80059,48718
218,8;-80055,09104
218,85;-80050,73677
218,9;-80046,3825
218,95;-80042,02823
219;-80037,67396
219,05;-80033,31968
219,1;-80029,00728
219,15;-80024,69488
219,2;-80020,38247
219,25;-80016,07007
219,3;-80011,75766
219,35;-80007,48713
219,4;-80003,21659
219,45;-79998,90419
219,5;-79994,63365
219,55;-79990,40498
219,6;-79986,13445
219,65;-79981,90578
219,7;-79977,63524
219,75;-79973,40658
219,8;-79969,17791
219,85;-79964,94924
219,9;-79960,76244
219,95;-79956,53377
220;-79952,34697
220,05;-79948,16017
220,1;-79943,97337
220,15;-79939,78657
220,2;-79935,64164
220,25;-79931,45484
220,3;-79927,30991
220,35;-79923,16498
220,4;-79919,02004
220,45;-79914,87511
220,5;-79910,73018
220,55;-79906,62712
220,6;-79902,48218
220,65;-79898,37912
220,7;-79894,27606
220,75;-79890,17299
220,8;-79886,06993
220,85;-79882,00873
220,9;-79877,90567
220,95;-79873,84447
221;-79869,78328
221,05;-79865,72208
221,1;-79861,66088
221,15;-79857,59969
221,2;-79853,53849
221,25;-79849,51916
221,3;-79845,49984
221,35;-79841,43864
221,4;-79837,41931
221,45;-79833,44185
221,5;-79829,42252
221,55;-79825,4032
221,6;-79821,42574
221,65;-79817,40641
221,7;-79813,42895
221,75;-79809,45149
221,8;-79805,47403
221,85;-79801,53844
221,9;-79797,56098
221,95;-79793,62538
222;-79789,64792
222,05;-79785,71233
222,1;-79781,77674
222,15;-79777,84115
222,2;-79773,90556
222,25;-79769,96996
222,3;-79766,07624
222,35;-79762,14065
222,4;-79758,24692
222,45;-79754,3532
222,5;-79750,45948
222,55;-79746,56575
222,6;-79742,67203
222,65;-79738,82017
222,7;-79734,92645
222,75;-79731,07459
222,8;-79727,18087
222,85;-79723,32901
222,9;-79719,47716
222,95;-79715,6253
223;-79711,81531
223,05;-79707,96346
223,1;-79704,1116
223,15;-79700,30161
223,2;-79696,49162
223,25;-79692,68164
223,3;-79688,87165
223,35;-79685,06166
223,4;-79681,25167
223,45;-79677,44168
223,5;-79673,67356
223,55;-79669,86358
223,6;-79666,09546
223,65;-79662,32734
223,7;-79658,51735
223,75;-79654,74923
223,8;-79651,02298
223,85;-79647,25486
223,9;-79643,48674
223,95;-79639,76048
224;-79635,99236
224,05;-79632,26611
224,1;-79628,53986
224,15;-79624,81361
224,2;-79621,08736
224,25;-79617,3611
224,3;-79613,63485
224,35;-79609,9086
224,4;-79606,22422
224,45;-79602,49796
224,5;-79598,81358
224,55;-79595,1292
224,6;-79591,44481
224,65;-79587,76043
224,7;-79584,07604
224,75;-79580,39166
224,8;-79576,70728
224,85;-79573,06476
224,9;-79569,38038
224,95;-79565,73786
225;-79562,09534
225,05;-79558,45283
225,1;-79554,81031
225,15;-79551,1678
225,2;-79547,52528
225,25;-79543,88276
225,3;-79540,24025
225,35;-79536,6396
225,4;-79532,99708
225,45;-79529,39644
225,5;-79525,79579
225,55;-79522,19514
225,6;-79518,55262
225,65;-79514,99384
225,7;-79511,3932
225,75;-79507,79255
225,8;-79504,1919
225,85;-79500,63312
225,9;-79497,03247
225,95;-79493,47369
226;-79489,91491
226,05;-79486,31426
226,1;-79482,75548
226,15;-79479,1967
226,2;-79475,63792
226,25;-79472,12101
226,3;-79468,56223
226,35;-79465,00345
226,4;-79461,48654
226,45;-79457,92776
226,5;-79454,41085
226,55;-79450,89394
226,6;-79447,33516
226,65;-79443,81824
226,7;-79440,30133
226,75;-79436,78442
226,8;-79433,30938
226,85;-79429,79246
226,9;-79426,27555
226,95;-79422,80051
227;-79419,2836
227,05;-79415,80855
227,1;-79412,33351
227,15;-79408,8166
227,2;-79405,34155
227,25;-79401,86651
227,3;-79398,39146
227,35;-79394,91642
227,4;-79391,48324
227,45;-79388,0082
227,5;-79384,53316
227,55;-79381,09998
227,6;-79377,62494
227,65;-79374,19176
227,7;-79370,75858
227,75;-79367,32541
227,8;-79363,89223
227,85;-79360,45906
227,9;-79357,02588
227,95;-79353,5927
228;-79350,15953
