T (K);H (kJ/kmol)
228,15;-76943,54502
228,2;-76941,8703
228,25;-76940,15371
228,3;-76938,47899
228,35;-76936,80427
228,4;-76935,08768
228,45;-76933,41296
228,5;-76931,69638
228,55;-76930,02166
228,6;-76928,34694
228,65;-76926,63035
228,7;-76924,95563
228,75;-76923,23904
228,8;-76921,56432
228,85;-76919,8896
228,9;-76918,17301
228,95;-76916,49829
229;-76914,7817
229,05;-76913,10698
229,1;-76911,43226
229,15;-76909,71568
229,2;-76908,04096
229,25;-76906,32437
229,3;-76904,64965
229,35;-76902,97493
229,4;-76901,25834
229,45;-76899,58362
229,5;-76897,86703
229,55;-76896,19231
229,6;-76894,47572
229,65;-76892,801
229,7;-76891,12628
229,75;-76889,4097
229,8;-76887,73498
229,85;-76886,01839
229,9;-76884,34367
229,95;-76882,62708
230;-76880,95236
230,05;-76879,27764
230,1;-76877,56105
230,15;-76875,88633
230,2;-76874,16974
230,25;-76872,49502
230,3;-76870,77844
230,35;-76869,10372
230,4;-76867,429
230,45;-76865,71241
230,5;-76864,03769
230,55;-76862,3211
230,6;-76860,64638
230,65;-76858,92979
230,7;-76857,25507
230,75;-76855,53848
230,8;-76853,86376
230,85;-76852,18904
230,9;-76850,47246
230,95;-76848,79774
231;-76847,08115
231,05;-76845,40643
231,1;-76843,68984
231,15;-76842,01512
231,2;-76840,29853
231,25;-76838,62381
231,3;-76836,94909
231,35;-76835,2325
231,4;-76833,55778
231,45;-76831,8412
231,5;-76830,16648
231,55;-76828,44989
231,6;-76826,77517
231,65;-76825,05858
231,7;-76823,38386
231,75;-76821,66727
231,8;-76819,99255
231,85;-76818,31783
231,9;-76816,60124
231,95;-76814,92652
232;-76813,20994
232,05;-76811,53522
232,1;-76809,81863
232,15;-76808,14391
232,2;-76806,42732
232,25;-76804,7526
232,3;-76803,03601
232,35;-76801,36129
232,4;-76799,6447
232,45;-76797,96998
232,5;-76796,2534
232,55;-76794,57868
232,6;-76792,86209
232,65;-76791,18737
232,7;-76789,47078
232,75;-76787,79606
232,8;-76786,07947
232,85;-76784,40475
232,9;-76782,73003
232,95;-76781,01344
233;-76779,33872
233,05;-76777,62214
233,1;-76775,94742
233,15;-76774,23083
233,2;-76772,55611
233,25;-76770,83952
233,3;-76769,1648
233,35;-76767,44821
233,4;-76765,77349
233,45;-76764,0569
233,5;-76762,38218
233,55;-76760,6656
233,6;-76758,99088
233,65;-76757,27429
233,7;-76755,59957
233,75;-76753,88298
233,8;-76752,20826
233,85;-76750,49167
233,9;-76748,81695
233,95;-76747,10036
234;-76745,42564
234,05;-76743,70906
234,1;-76742,03434
234,15;-76740,31775
234,2;-76738,64303
234,25;-76736,92644
234,3;-76735,25172
234,35;-76733,53513
234,4;-76731,81854
234,45;-76730,14382
234,5;-76728,42724
234,55;-76726,75252
234,6;-76725,03593
234,65;-76723,36121
234,7;-76721,64462
234,75;-76719,9699
234,8;-76718,25331
234,85;-76716,57859
234,9;-76714,862
234,95;-76713,18728
235;-76711,4707
235,05;-76709,79598
235,1;-76708,07939
235,15;-76706,40467
235,2;-76704,68808
235,25;-76703,01336
235,3;-76701,29677
235,35;-76699,58018
235,4;-76697,90546
235,45;-76696,18888
235,5;-76694,51416
235,55;-76692,79757
235,6;-76691,12285
235,65;-76689,40626
235,7;-76687,73154
235,75;-76686,01495
235,8;-76684,34023
235,85;-76682,62364
235,9;-76680,94892
235,95;-76679,23234
236;-76677,51575
236,05;-76675,84103
236,1;-76674,12444
236,15;-76672,44972
236,2;-76670,73313
236,25;-76669,05841
236,3;-76667,34182
236,35;-76665,6671
236,4;-76663,95052
236,45;-76662,23393
236,5;-76660,55921
236,55;-76658,84262
236,6;-76657,1679
236,65;-76655,45131
236,7;-76653,77659
236,75;-76652,06
236,8;-76650,34342
236,85;-76648,6687
236,9;-76646,95211
236,95;-76645,27739
237;-76643,5608
237,05;-76641,88608
237,1;-76640,16949
237,15;-76638,4529
237,2;-76636,77818
237,25;-76635,0616
237,3;-76633,38688
237,35;-76631,67029
237,4;-76629,99557
237,45;-76628,27898
237,5;-76626,56239
237,55;-76624,88767
237,6;-76623,17108
237,65;-76621,49636
237,7;-76619,77978
237,75;-76618,10506
237,8;-76616,38847
237,85;-76614,67188
237,9;-76612,99716
237,95;-76611,28057
238;-76609,60585
238,05;-76607,88926
238,1;-76606,17268
238,15;-76604,49796
238,2;-76602,78137
238,25;-76601,10665
238,3;-76599,39006
238,35;-76597,67347
238,4;-76595,99875
238,45;-76594,28216
238,5;-76592,60744
238,55;-76590,89086
238,6;-76589,17427
238,65;-76587,49955
238,7;-76585,78296
238,75;-76584,10824
238,8;-76582,39165
238,85;-76580,67506
238,9;-76579,00034
238,95;-76577,28376
239;-76575,56717
239,05;-76573,89245
239,1;-76572,17586
239,15;-76570,50114
239,2;-76568,78455
239,25;-76567,06796
239,3;-76565,39324
239,35;-76563,67666
239,4;-76561,96007
239,45;-76560,28535
239,5;-76558,56876
239,55;-76556,89404
239,6;-76555,17745
239,65;-76553,46086
239,7;-76551,78614
239,75;-76550,06956
239,8;-76548,35297
239,85;-76546,67825
239,9;-76544,96166
239,95;-76543,28694
240;-76541,57035
240,05;-76539,85376
240,1;-76538,17904
240,15;-76536,46246
240,2;-76534,74587
240,25;-76533,07115
240,3;-76531,35456
240,35;-76529,63797
240,4;-76527,96325
240,45;-76526,24666
240,5;-76524,53008
240,55;-76522,85536
240,6;-76521,13877
240,65;-76519,46405
240,7;-76517,74746
240,75;-76516,03087
240,8;-76514,35615
240,85;-76512,63956
240,9;-76510,92298
240,95;-76509,24826
241;-76507,53167
241,05;-76505,81508
241,1;-76504,14036
241,15;-76502,42377
241,2;-76500,70718
241,25;-76499,03246
241,3;-76497,31588
241,35;-76495,59929
241,4;-76493,92457
241,45;-76492,20798
241,5;-76490,49139
241,55;-76488,81667
241,6;-76487,10008
241,65;-76485,3835
241,7;-76483,70878
241,75;-76481,99219
241,8;-76480,2756
241,85;-76478,60088
241,9;-76476,88429
241,95;-76475,1677
242;-76473,45112
242,05;-76471,7764
242,1;-76470,05981
242,15;-76468,34322
242,2;-76466,6685
242,25;-76464,95191
242,3;-76463,23532
242,35;-76461,5606
242,4;-76459,84402
242,45;-76458,12743
242,5;-76456,45271
242,55;-76454,73612
242,6;-76453,01953
242,65;-76451,30294
242,7;-76449,62822
242,75;-76447,91164
242,8;-76446,19505
242,85;-76444,52033
242,9;-76442,80374
242,95;-76441,08715
243;-76439,41243
243,05;-76437,69584
243,1;-76435,97926
243,15;-76434,26267
243,2;-76432,58795
243,25;-76430,87136
243,3;-76429,15477
243,35;-76427,48005
243,4;-76425,76346
243,45;-76424,04688
243,5;-76422,33029
243,55;-76420,65557
243,6;-76418,93898
243,65;-76417,22239
243,7;-76415,54767
243,75;-76413,83108
243,8;-76412,1145
243,85;-76410,39791
243,9;-76408,72319
243,95;-76407,0066
244;-76405,29001
244,05;-76403,57342
244,1;-76401,8987
244,15;-76400,18212
244,2;-76398,46553
244,25;-76396,74894
244,3;-76395,07422
244,35;-76393,35763
244,4;-76391,64104
244,45;-76389,92446
244,5;-76388,24974
244,55;-76386,53315
244,6;-76384,81656
244,65;-76383,09997
244,7;-76381,42525
244,75;-76379,70866
244,8;-76377,99208
244,85;-76376,27549
244,9;-76374,60077
244,95;-76372,88418
245;-76371,16759
245,05;-76369,451
245,1;-76367,77628
245,15;-76366,0597
245,2;-76364,34311
245,25;-76362,62652
245,3;-76360,9518
245,35;-76359,23521
245,4;-76357,51862
245,45;-76355,80204
245,5;-76354,12732
245,55;-76352,41073
245,6;-76350,69414
245,65;-76348,97755
245,7;-76347,30283
245,75;-76345,58624
245,8;-76343,86966
245,85;-76342,15307
245,9;-76340,43648
245,95;-76338,76176
246;-76337,04517
246,05;-76335,32858
246,1;-76333,612
246,15;-76331,89541
246,2;-76330,22069
246,25;-76328,5041
246,3;-76326,78751
246,35;-76325,07092
246,4;-76323,3962
246,45;-76321,67962
246,5;-76319,96303
246,55;-76318,24644
246,6;-76316,52985
246,65;-76314,85513
246,7;-76313,13854
246,75;-76311,42196
246,8;-76309,70537
246,85;-76307,98878
246,9;-76306,31406
246,95;-76304,59747
247;-76302,88088
247,05;-76301,1643
247,1;-76299,44771
247,15;-76297,77299
247,2;-76296,0564
247,25;-76294,33981
247,3;-76292,62322
247,35;-76290,90664
247,4;-76289,19005
247,45;-76287,51533
247,5;-76285,79874
247,55;-76284,08215
247,6;-76282,36556
247,65;-76280,64898
247,7;-76278,97426
247,75;-76277,25767
247,8;-76275,54108
247,85;-76273,82449
247,9;-76272,1079
247,95;-76270,39132
248;-76268,7166
248,05;-76267,00001
248,1;-76265,28342
248,15;-76263,56683
248,2;-76261,85024
248,25;-76260,13366
248,3;-76258,45894
248,35;-76256,74235
248,4;-76255,02576
248,45;-76253,30917
248,5;-76251,59258
248,55;-76249,876
248,6;-76248,15941
248,65;-76246,48469
248,7;-76244,7681
248,75;-76243,05151
248,8;-76241,33492
248,85;-76239,61834
248,9;-76237,90175
248,95;-76236,18516
249;-76234,51044
249,05;-76232,79385
249,1;-76231,07726
249,15;-76229,36068
249,2;-76227,64409
249,25;-76225,9275
249,3;-76224,21091
249,35;-76222,53619
249,4;-76220,8196
249,45;-76219,10302
249,5;-76217,38643
249,55;-76215,66984
249,6;-76213,95325
249,65;-76212,23666
249,7;-76210,52008
249,75;-76208,84536
249,8;-76207,12877
249,85;-76205,41218
249,9;-76203,69559
249,95;-76201,979
250;-76200,26242
250,05;-76198,54583
250,1;-76196,82924
250,15;-76195,15452
250,2;-76193,43793
250,25;-76191,72134
250,3;-76190,00476
250,35;-76188,28817
250,4;-76186,57158
250,45;-76184,85499
250,5;-76183,1384
250,55;-76181,42182
250,6;-76179,70523
250,65;-76178,03051
250,7;-76176,31392
250,75;-76174,59733
250,8;-76172,88074
250,85;-76171,16416
250,9;-76169,44757
250,95;-76167,73098
251;-76166,01439
251,05;-76164,2978
251,1;-76162,58122
251,15;-76160,86463
251,2;-76159,18991
251,25;-76157,47332
251,3;-76155,75673
251,35;-76154,04014
251,4;-76152,32356
251,45;-76150,60697
251,5;-76148,89038
251,55;-76147,17379
251,6;-76145,4572
251,65;-76143,74062
251,7;-76142,02403
251,75;-76140,30744
251,8;-76138,59085
251,85;-76136,87426
251,9;-76135,19954
251,95;-76133,48296
252;-76131,76637
252,05;-76130,04978
252,1;-76128,33319
252,15;-76126,6166
252,2;-76124,90002
252,25;-76123,18343
252,3;-76121,46684
252,35;-76119,75025
252,4;-76118,03366
252,45;-76116,31708
252,5;-76114,60049
252,55;-76112,8839
252,6;-76111,16731
252,65;-76109,45072
252,7;-76107,73414
252,75;-76106,01755
252,8;-76104,30096
252,85;-76102,62624
252,9;-76100,90965
252,95;-76099,19306
253;-76097,47648
253,05;-76095,75989
253,1;-76094,0433
253,15;-76092,32671
253,2;-76090,61012
253,25;-76088,89354
253,3;-76087,17695
253,35;-76085,46036
253,4;-76083,74377
253,45;-76082,02718
253,5;-76080,3106
253,55;-76078,59401
253,6;-76076,87742
253,65;-76075,16083
253,7;-76073,44424
253,75;-76071,72766
253,8;-76070,01107
253,85;-76068,29448
253,9;-76066,57789
253,95;-76064,8613
254;-76063,14472
254,05;-76061,42813
254,1;-76059,71154
254,15;-76057,99495
254,2;-76056,27836
254,25;-76054,56178
254,3;-76052,84519
254,35;-76051,1286
254,4;-76049,41201
254,45;-76047,69542
254,5;-76045,97884
254,55;-76044,26225
254,6;-76042,54566
254,65;-76040,82907
254,7;-76039,11248
254,75;-76037,3959
254,8;-76035,67931
254,85;-76033,96272
254,9;-76032,24613
254,95;-76030,52954
255;-76028,81296
255,05;-76027,09637
255,1;-76025,37978
255,15;-76023,66319
255,2;-76021,9466
255,25;-76020,23002
255,3;-76018,51343
255,35;-76016,79684
255,4;-76015,08025
255,45;-76013,36366
255,5;-76011,64708
255,55;-76009,88862
255,6;-76008,17203
255,65;-76006,45544
255,7;-76004,73886
255,75;-76003,02227
255,8;-76001,30568
255,85;-75999,58909
255,9;-75997,8725
255,95;-75996,15592
256;-75994,43933
256,05;-75992,72274
256,1;-75991,00615
256,15;-75989,28956
256,2;-75987,57298
256,25;-75985,85639
256,3;-75984,1398
256,35;-75982,42321
256,4;-75980,70662
256,45;-75978,99004
256,5;-75977,23158
256,55;-75975,51499
256,6;-75973,7984
256,65;-75972,08182
256,7;-75970,36523
256,75;-75968,64864
256,8;-75966,93205
256,85;-75965,21546
256,9;-75963,49888
256,95;-75961,78229
257;-75960,0657
257,05;-75958,34911
257,1;-75956,63252
257,15;-75954,87407
257,2;-75953,15748
257,25;-75951,44089
257,3;-75949,7243
257,35;-75948,00772
257,4;-75946,29113
257,45;-75944,57454
257,5;-75942,85795
257,55;-75941,14136
257,6;-75939,42478
257,65;-75937,70819
257,7;-75935,94973
257,75;-75934,23314
257,8;-75932,51656
257,85;-75930,79997
257,9;-75929,08338
257,95;-75927,36679
258;-75925,6502
258,05;-75923,93362
258,1;-75922,21703
258,15;-75920,45857
258,2;-75918,74198
258,25;-75917,0254
258,3;-75915,30881
258,35;-75913,59222
258,4;-75911,87563
258,45;-75910,15904
258,5;-75908,44246
258,55;-75906,72587
258,6;-75904,96741
258,65;-75903,25082
258,7;-75901,53424
258,75;-75899,81765
258,8;-75898,10106
258,85;-75896,38447
258,9;-75894,66788
258,95;-75892,90943
259;-75891,19284
259,05;-75889,47625
259,1;-75887,75966
259,15;-75886,04308
259,2;-75884,32649
259,25;-75882,6099
259,3;-75880,85144
259,35;-75879,13486
259,4;-75877,41827
259,45;-75875,70168
259,5;-75873,98509
259,55;-75872,2685
259,6;-75870,55192
259,65;-75868,79346
259,7;-75867,07687
259,75;-75865,36028
259,8;-75863,6437
259,85;-75861,92711
259,9;-75860,21052
259,95;-75858,45206
260;-75856,73548
260,05;-75855,01889
260,1;-75853,3023
260,15;-75851,58571
260,2;-75849,82726
260,25;-75848,11067
260,3;-75846,39408
260,35;-75844,67749
260,4;-75842,9609
260,45;-75841,24432
260,5;-75839,48586
260,55;-75837,76927
260,6;-75836,05268
260,65;-75834,3361
260,7;-75832,61951
260,75;-75830,86105
260,8;-75829,14446
260,85;-75827,42788
260,9;-75825,71129
260,95;-75823,9947
261;-75822,23624
261,05;-75820,51966
261,1;-75818,80307
261,15;-75817,08648
261,2;-75815,36989
261,25;-75813,61144
261,3;-75811,89485
261,35;-75810,17826
261,4;-75808,46167
261,45;-75806,74508
261,5;-75804,98663
261,55;-75803,27004
261,6;-75801,55345
261,65;-75799,83686
261,7;-75798,07841
261,75;-75796,36182
261,8;-75794,64523
261,85;-75792,92864
261,9;-75791,21206
261,95;-75789,4536
262;-75787,73701
262,05;-75786,02042
262,1;-75784,30384
262,15;-75782,54538
262,2;-75780,82879
262,25;-75779,1122
262,3;-75777,39562
262,35;-75775,63716
262,4;-75773,92057
262,45;-75772,20398
262,5;-75770,4874
262,55;-75768,72894
262,6;-75767,01235
262,65;-75765,29576
262,7;-75763,57918
262,75;-75761,82072
262,8;-75760,10413
262,85;-75758,38754
262,9;-75756,67096
262,95;-75754,9125
263;-75753,19591
263,05;-75751,47932
263,1;-75749,76274
263,15;-75748,00428
263,2;-75746,28769
263,25;-75744,5711
263,3;-75742,85452
263,35;-75741,09606
263,4;-75739,37947
263,45;-75737,66288
263,5;-75735,90443
263,55;-75734,18784
263,6;-75732,47125
263,65;-75730,75466
263,7;-75728,99621
263,75;-75727,27962
263,8;-75725,56303
263,85;-75723,80458
263,9;-75722,08799
263,95;-75720,3714
264;-75718,65481
264,05;-75716,89636
264,1;-75715,17977
264,15;-75713,46318
264,2;-75711,70472
264,25;-75709,98814
264,3;-75708,27155
264,35;-75706,51309
264,4;-75704,7965
264,45;-75703,07992
264,5;-75701,36333
264,55;-75699,60487
264,6;-75697,88828
264,65;-75696,1717
264,7;-75694,41324
264,75;-75692,69665
264,8;-75690,98006
264,85;-75689,22161
264,9;-75687,50502
264,95;-75685,78843
265;-75684,02998
265,05;-75682,31339
265,1;-75680,5968
265,15;-75678,83834
265,2;-75677,12176
265,25;-75675,40517
265,3;-75673,64671
265,35;-75671,93012
265,4;-75670,21354
265,45;-75668,45508
265,5;-75666,73849
265,55;-75665,0219
265,6;-75663,26345
265,65;-75661,54686
265,7;-75659,83027
265,75;-75658,07182
265,8;-75656,35523
265,85;-75654,59677
265,9;-75652,88018
265,95;-75651,1636
266;-75649,40514
266,05;-75647,68855
266,1;-75645,97196
266,15;-75644,21351
266,2;-75642,49692
266,25;-75640,78033
266,3;-75639,02188
266,35;-75637,30529
266,4;-75635,54683
266,45;-75633,83024
266,5;-75632,11366
266,55;-75630,3552
266,6;-75628,63861
266,65;-75626,92202
266,7;-75625,16357
266,75;-75623,44698
266,8;-75621,68852
266,85;-75619,97194
266,9;-75618,25535
266,95;-75616,49689
267;-75614,7803
267,05;-75613,02185
267,1;-75611,30526
267,15;-75609,58867
267,2;-75607,83022
267,25;-75606,11363
267,3;-75604,35517
267,35;-75602,63858
267,4;-75600,922
267,45;-75599,16354
267,5;-75597,44695
267,55;-75595,6885
267,6;-75593,97191
267,65;-75592,25532
267,7;-75590,49686
267,75;-75588,78028
267,8;-75587,02182
267,85;-75585,30523
267,9;-75583,58864
267,95;-75581,83019
268;-75580,1136
268,05;-75578,35514
268,1;-75576,63856
268,15;-75574,8801
268,2;-75573,16351
268,25;-75571,40506
268,3;-75569,68847
268,35;-75567,97188
268,4;-75566,21342
268,45;-75564,49684
268,5;-75562,73838
268,55;-75561,02179
268,6;-75559,26334
268,65;-75557,54675
268,7;-75555,83016
268,75;-75554,0717
268,8;-75552,35512
268,85;-75550,59666
268,9;-75548,88007
268,95;-75547,12162
269;-75545,40503
269,05;-75543,64657
269,1;-75541,92998
269,15;-75540,17153
269,2;-75538,45494
269,25;-75536,69648
269,3;-75534,9799
269,35;-75533,26331
269,4;-75531,50485
269,45;-75529,78826
269,5;-75528,02981
269,55;-75526,31322
269,6;-75524,55476
269,65;-75522,83818
269,7;-75521,07972
269,75;-75519,36313
269,8;-75517,60468
269,85;-75515,88809
269,9;-75514,12963
269,95;-75512,41304
270;-75510,65459
270,05;-75508,938
270,1;-75507,17954
270,15;-75505,46296
270,2;-75503,7045
270,25;-75501,98791
270,3;-75500,22946
270,35;-75498,51287
270,4;-75496,75441
270,45;-75495,03782
270,5;-75493,27937
270,55;-75491,56278
270,6;-75489,80432
270,65;-75488,08774
270,7;-75486,32928
270,75;-75484,61269
270,8;-75482,85424
270,85;-75481,13765
270,9;-75479,37919
270,95;-75477,6626
271;-75475,90415
271,05;-75474,14569
271,1;-75472,4291
271,15;-75470,67065
271,2;-75468,95406
271,25;-75467,1956
271,3;-75465,47902
271,35;-75463,72056
271,4;-75462,00397
271,45;-75460,24552
271,5;-75458,52893
271,55;-75456,77047
271,6;-75455,05388
271,65;-75453,29543
271,7;-75451,53697
271,75;-75449,82038
271,8;-75448,06193
271,85;-75446,34534
271,9;-75444,58688
271,95;-75442,8703
272;-75441,11184
272,05;-75439,35338
272,1;-75437,6368
272,15;-75435,87834
272,2;-75434,16175
272,25;-75432,4033
272,3;-75430,68671
272,35;-75428,92825
272,4;-75427,1698
272,45;-75425,45321
272,5;-75423,69475
272,55;-75421,97816
272,6;-75420,21971
272,65;-75418,50312
272,7;-75416,74466
272,75;-75414,98621
272,8;-75413,26962
272,85;-75411,51116
272,9;-75409,79458
272,95;-75408,03612
273;-75406,27766
273,05;-75404,56108
273,1;-75402,80262
273,15;-75401,08603
273,2;-75399,32758
273,25;-75397,56912
273,3;-75395,85253
273,35;-75394,09408
273,4;-75392,37749
273,45;-75390,61903
273,5;-75388,86058
273,55;-75387,14399
273,6;-75385,38553
273,65;-75383,62708
273,7;-75381,91049
273,75;-75380,15203
273,8;-75378,43544
273,85;-75376,67699
273,9;-75374,91853
273,95;-75373,20194
274;-75371,44349
274,05;-75369,68503
274,1;-75367,96844
274,15;-75366,20999
274,2;-75364,45153
274,25;-75362,73494
274,3;-75360,97649
274,35;-75359,2599
274,4;-75357,50144
274,45;-75355,74299
274,5;-75354,0264
274,55;-75352,26794
274,6;-75350,50949
274,65;-75348,7929
274,7;-75347,03444
274,75;-75345,27599
274,8;-75343,5594
274,85;-75341,80094
274,9;-75340,04249
274,95;-75338,3259
275;-75336,56744
275,05;-75334,80899
275,1;-75333,0924
275,15;-75331,33394
275,2;-75329,57549
275,25;-75327,8589
275,3;-75326,10044
275,35;-75324,34199
275,4;-75322,6254
275,45;-75320,86694
275,5;-75319,10849
275,55;-75317,35003
275,6;-75315,63344
275,65;-75313,87499
275,7;-75312,11653
275,75;-75310,39994
275,8;-75308,64149
275,85;-75306,88303
275,9;-75305,16644
275,95;-75303,40799
276;-75301,64953
276,05;-75299,89108
276,1;-75298,17449
276,15;-75296,41603
276,2;-75294,65758
276,25;-75292,94099
276,3;-75291,18253
276,35;-75289,42408
276,4;-75287,66562
276,45;-75285,94903
276,5;-75284,19058
276,55;-75282,43212
276,6;-75280,71553
276,65;-75278,95708
276,7;-75277,19862
276,75;-75275,44016
276,8;-75273,72358
276,85;-75271,96512
276,9;-75270,20666
276,95;-75268,44821
277;-75266,73162
277,05;-75264,97316
277,1;-75263,21471
277,15;-75261,45625
277,2;-75259,73966
277,25;-75257,98121
277,3;-75256,22275
277,35;-75254,4643
277,4;-75252,74771
277,45;-75250,98925
277,5;-75249,2308
277,55;-75247,47234
277,6;-75245,75575
277,65;-75243,9973
277,7;-75242,23884
277,75;-75240,48038
277,8;-75238,7638
277,85;-75237,00534
277,9;-75235,24688
277,95;-75233,48843
278;-75231,72997
278,05;-75230,01338
278,1;-75228,25493
278,15;-75226,49647
278,2;-75224,73802
278,25;-75222,97956
278,3;-75221,26297
278,35;-75219,50452
278,4;-75217,74606
278,45;-75215,9876
278,5;-75214,22915
278,55;-75212,51256
278,6;-75210,7541
278,65;-75208,99565
278,7;-75207,23719
278,75;-75205,47874
278,8;-75203,76215
278,85;-75202,00369
278,9;-75200,24524
278,95;-75198,48678
279;-75196,72832
279,05;-75195,01174
279,1;-75193,25328
279,15;-75191,49482
279,2;-75189,73637
279,25;-75187,97791
279,3;-75186,21946
279,35;-75184,50287
279,4;-75182,74441
279,45;-75180,98596
279,5;-75179,2275
279,55;-75177,46904
279,6;-75175,71059
279,65;-75173,994
279,7;-75172,23554
279,75;-75170,47709
279,8;-75168,71863
279,85;-75166,96018
279,9;-75165,20172
279,95;-75163,44326
280;-75161,72668
280,05;-75159,96822
280,1;-75158,20976
280,15;-75156,45131
280,2;-75154,69285
280,25;-75152,9344
280,3;-75151,17594
280,35;-75149,45935
280,4;-75147,7009
280,45;-75145,94244
280,5;-75144,18398
280,55;-75142,42553
280,6;-75140,66707
280,65;-75138,90862
280,7;-75137,15016
280,75;-75135,43357
280,8;-75133,67512
280,85;-75131,91666
280,9;-75130,1582
280,95;-75128,39975
281;-75126,64129
281,05;-75124,88284
281,1;-75123,12438
281,15;-75121,36592
281,2;-75119,60747
281,25;-75117,89088
281,3;-75116,13242
281,35;-75114,37397
281,4;-75112,61551
281,45;-75110,85706
281,5;-75109,0986
281,55;-75107,34014
281,6;-75105,58169
281,65;-75103,82323
281,7;-75102,06478
281,75;-75100,30632
281,8;-75098,58973
281,85;-75096,83128
281,9;-75095,07282
281,95;-75093,31436
282;-75091,55591
282,05;-75089,79745
282,1;-75088,039
282,15;-75086,28054
282,2;-75084,52208
282,25;-75082,76363
282,3;-75081,00517
282,35;-75079,24672
282,4;-75077,48826
282,45;-75075,7298
282,5;-75073,97135
282,55;-75072,21289
282,6;-75070,45444
282,65;-75068,69598
282,7;-75066,97939
282,75;-75065,22094
282,8;-75063,46248
282,85;-75061,70402
282,9;-75059,94557
282,95;-75058,18711
283;-75056,42866
283,05;-75054,6702
283,1;-75052,91174
283,15;-75051,15329
283,2;-75049,39483
283,25;-75047,63638
283,3;-75045,87792
283,35;-75044,11946
283,4;-75042,36101
283,45;-75040,60255
283,5;-75038,8441
283,55;-75037,08564
283,6;-75035,32718
283,65;-75033,56873
283,7;-75031,81027
283,75;-75030,05182
283,8;-75028,29336
283,85;-75026,5349
283,9;-75024,77645
283,95;-75023,01799
284;-75021,25954
284,05;-75019,50108
284,1;-75017,74262
284,15;-75015,98417
284,2;-75014,22571
284,25;-75012,46726
284,3;-75010,7088
284,35;-75008,95034
284,4;-75007,19189
284,45;-75005,43343
284,5;-75003,67498
284,55;-75001,91652
284,6;-75000,15806
284,65;-74998,39961
284,7;-74996,59928
284,75;-74994,84083
284,8;-74993,08237
284,85;-74991,32392
284,9;-74989,56546
284,95;-74987,807
285;-74986,04855
285,05;-74984,29009
285,1;-74982,53164
285,15;-74980,77318
285,2;-74979,01472
285,25;-74977,25627
285,3;-74975,49781
285,35;-74973,73936
285,4;-74971,9809
285,45;-74970,22244
285,5;-74968,46399
285,55;-74966,70553
285,6;-74964,90521
285,65;-74963,14675
285,7;-74961,3883
285,75;-74959,62984
285,8;-74957,87138
285,85;-74956,11293
285,9;-74954,35447
285,95;-74952,59602
286;-74950,83756
286,05;-74949,0791
286,1;-74947,32065
286,15;-74945,52032
286,2;-74943,76187
286,25;-74942,00341
286,3;-74940,24496
286,35;-74938,4865
286,4;-74936,72804
286,45;-74934,96959
286,5;-74933,21113
286,55;-74931,45268
286,6;-74929,69422
286,65;-74927,8939
286,7;-74926,13544
286,75;-74924,37698
286,8;-74922,61853
286,85;-74920,86007
286,9;-74919,10162
286,95;-74917,34316
287;-74915,5847
287,05;-74913,78438
287,1;-74912,02592
287,15;-74910,26747
287,2;-74908,50901
287,25;-74906,75056
287,3;-74904,9921
287,35;-74903,23364
287,4;-74901,43332
287,45;-74899,67486
287,5;-74897,91641
287,55;-74896,15795
287,6;-74894,3995
287,65;-74892,64104
287,7;-74890,84072
287,75;-74889,08226
287,8;-74887,3238
287,85;-74885,56535
287,9;-74883,80689
287,95;-74882,04844
288;-74880,24811
288,05;-74878,48966
288,1;-74876,7312
288,15;-74874,97274
288,2;-74873,21429
288,25;-74871,45583
288,3;-74869,65551
288,35;-74867,89705
288,4;-74866,1386
288,45;-74864,38014
288,5;-74862,62168
288,55;-74860,82136
288,6;-74859,0629
288,65;-74857,30445
288,7;-74855,54599
288,75;-74853,78754
288,8;-74851,98721
288,85;-74850,22876
288,9;-74848,4703
288,95;-74846,71184
289;-74844,95339
289,05;-74843,15306
289,1;-74841,39461
289,15;-74839,63615
289,2;-74837,8777
289,25;-74836,07737
289,3;-74834,31892
289,35;-74832,56046
289,4;-74830,802
289,45;-74829,04355
289,5;-74827,24322
289,55;-74825,48477
289,6;-74823,72631
289,65;-74821,96786
289,7;-74820,16753
289,75;-74818,40908
289,8;-74816,65062
289,85;-74814,89216
289,9;-74813,09184
289,95;-74811,33338
290;-74809,57493
290,05;-74807,81647
290,1;-74806,01615
290,15;-74804,25769
290,2;-74802,49924
290,25;-74800,74078
290,3;-74798,94046
290,35;-74797,182
290,4;-74795,42354
290,45;-74793,62322
290,5;-74791,86476
290,55;-74790,10631
290,6;-74788,34785
290,65;-74786,54753
290,7;-74784,78907
290,75;-74783,03062
290,8;-74781,23029
290,85;-74779,47184
290,9;-74777,71338
290,95;-74775,95492
291;-74774,1546
291,05;-74772,39614
291,1;-74770,63769
291,15;-74768,83736
291,2;-74767,07891
291,25;-74765,32045
291,3;-74763,52013
291,35;-74761,76167
291,4;-74760,00322
291,45;-74758,24476
291,5;-74756,44444
291,55;-74754,68598
291,6;-74752,92752
291,65;-74751,1272
291,7;-74749,36874
291,75;-74747,61029
291,8;-74745,80996
291,85;-74744,05151
291,9;-74742,29305
291,95;-74740,49273
292;-74738,73427
292,05;-74736,97582
292,1;-74735,17549
292,15;-74733,41704
292,2;-74731,65858
292,25;-74729,85826
292,3;-74728,0998
