T (K);H (kJ/kmol)
163,95;-84759,71447
164;-84754,18789
164,05;-84748,66132
164,1;-84743,09287
164,15;-84737,5663
164,2;-84731,99785
164,25;-84726,47128
164,3;-84720,90283
164,35;-84715,33439
164,4;-84709,76594
164,45;-84704,1975
164,5;-84698,58719
164,55;-84693,01874
164,6;-84687,40843
164,65;-84681,83999
164,7;-84676,22968
164,75;-84670,61936
164,8;-84665,00905
164,85;-84659,39874
164,9;-84653,74656
164,95;-84648,13625
165;-84642,48407
165,05;-84636,87376
165,1;-84631,22158
165,15;-84625,5694
165,2;-84619,91722
165,25;-84614,26504
165,3;-84608,57099
165,35;-84602,91881
165,4;-84597,22476
165,45;-84591,57258
165,5;-84585,87853
165,55;-84580,18448
165,6;-84574,49044
165,65;-84568,79639
165,7;-84563,06047
165,75;-84557,36642
165,8;-84551,63051
165,85;-84545,89459
165,9;-84540,15868
165,95;-84534,42276
166;-84528,68684
166,05;-84522,95093
166,1;-84517,21501
166,15;-84511,43723
166,2;-84505,65944
166,25;-84499,92353
166,3;-84494,14574
166,35;-84488,36796
166,4;-84482,54831
166,45;-84476,77052
166,5;-84470,95087
166,55;-84465,17309
166,6;-84459,35344
166,65;-84453,53378
166,7;-84447,71413
166,75;-84441,89448
166,8;-84436,07483
166,85;-84430,21331
166,9;-84424,35179
166,95;-84418,53214
167;-84412,67062
167,05;-84406,8091
167,1;-84400,94758
167,15;-84395,04419
167,2;-84389,18267
167,25;-84383,27928
167,3;-84377,37589
167,35;-84371,51437
167,4;-84365,61098
167,45;-84359,66573
167,5;-84353,76234
167,55;-84347,85895
167,6;-84341,9137
167,65;-84335,96844
167,7;-84330,02318
167,75;-84324,07793
167,8;-84318,13267
167,85;-84312,18742
167,9;-84306,20029
167,95;-84300,21317
168;-84294,26791
168,05;-84288,28079
168,1;-84282,2518
168,15;-84276,26467
168,2;-84270,27755
168,25;-84264,24856
168,3;-84258,21956
168,35;-84252,23244
168,4;-84246,20345
168,45;-84240,13259
168,5;-84234,1036
168,55;-84228,03274
168,6;-84222,00374
168,65;-84215,93288
168,7;-84209,86202
168,75;-84203,79116
168,8;-84197,7203
168,85;-84191,60758
168,9;-84185,53672
168,95;-84179,42399
169;-84173,31126
169,05;-84167,19853
169,1;-84161,04394
169,15;-84154,93121
169,2;-84148,77661
169,25;-84142,66388
169,3;-84136,50929
169,35;-84130,35469
169,4;-84124,2001
169,45;-84118,00363
169,5;-84111,84904
169,55;-84105,65257
169,6;-84099,45611
169,65;-84093,25964
169,7;-84087,06318
169,75;-84080,82485
169,8;-84074,62838
169,85;-84068,39005
169,9;-84062,15172
169,95;-84055,91339
170;-84049,67506
170,05;-84043,39486
170,1;-84037,11466
170,15;-84030,87632
170,2;-84024,59612
170,25;-84018,31592
170,3;-84011,99386
170,35;-84005,71366
170,4;-83999,39159
170,45;-83993,06952
170,5;-83986,74745
170,55;-83980,42538
170,6;-83974,10332
170,65;-83967,73938
170,7;-83961,37544
170,75;-83955,01151
170,8;-83948,64757
170,85;-83942,28364
170,9;-83935,87783
170,95;-83929,5139
171;-83923,10809
171,05;-83916,70229
171,1;-83910,29648
171,15;-83903,84881
171,2;-83897,44301
171,25;-83890,99534
171,3;-83884,54766
171,35;-83878,09999
171,4;-83871,61045
171,45;-83865,16278
171,5;-83858,67324
171,55;-83852,1837
171,6;-83845,69416
171,65;-83839,20462
171,7;-83832,67321
171,75;-83826,1418
171,8;-83819,6104
171,85;-83813,07899
171,9;-83806,54758
171,95;-83800,01617
172;-83793,4429
172,05;-83786,86962
172,1;-83780,29634
172,15;-83773,6812
172,2;-83767,10792
172,25;-83760,49278
172,3;-83753,87764
172,35;-83747,26249
172,4;-83740,64735
172,45;-83733,99034
172,5;-83727,33332
172,55;-83720,67631
172,6;-83714,0193
172,65;-83707,36229
172,7;-83700,66341
172,75;-83693,96453
172,8;-83687,26565
172,85;-83680,56677
172,9;-83673,86789
172,95;-83667,12714
173;-83660,38639
173,05;-83653,64564
173,1;-83646,9049
173,15;-83640,12228
173,2;-83633,33966
173,25;-83626,55705
173,3;-83619,77443
173,35;-83612,99182
173,4;-83606,16733
173,45;-83599,34285
173,5;-83592,51836
173,55;-83585,65201
173,6;-83578,82753
173,65;-83571,96118
173,7;-83565,09482
173,75;-83558,22847
173,8;-83551,32025
173,85;-83544,41203
173,9;-83537,50381
173,95;-83530,59559
174;-83523,68737
174,05;-83516,73728
174,1;-83509,7872
174,15;-83502,83711
174,2;-83495,84515
174,25;-83488,89506
174,3;-83481,90311
174,35;-83474,91115
174,4;-83467,87733
174,45;-83460,88537
174,5;-83453,85155
174,55;-83446,77586
174,6;-83439,74203
174,65;-83432,66634
174,7;-83425,59065
174,75;-83418,51496
174,8;-83411,43926
174,85;-83404,3217
174,9;-83397,20414
174,95;-83390,08658
175;-83382,96902
175,05;-83375,8096
175,1;-83368,65017
175,15;-83361,49074
175,2;-83354,28944
175,25;-83347,08815
175,3;-83339,88685
175,35;-83332,68556
175,4;-83325,44239
175,45;-83318,19923
175,5;-83310,95606
175,55;-83303,7129
175,6;-83296,42787
175,65;-83289,14284
175,7;-83281,8578
175,75;-83274,5309
175,8;-83267,204
175,85;-83259,8771
175,9;-83252,5502
175,95;-83245,18144
176;-83237,81267
176,05;-83230,4439
176,1;-83223,03326
176,15;-83215,6645
176,2;-83208,21199
176,25;-83200,80136
176,3;-83193,34885
176,35;-83185,89635
176,4;-83178,44384
176,45;-83170,94947
176,5;-83163,4551
176,55;-83155,96073
176,6;-83148,42449
176,65;-83140,88825
176,7;-83133,35201
176,75;-83125,81577
176,8;-83118,23766
176,85;-83110,65955
176,9;-83103,03958
176,95;-83095,4196
177;-83087,79962
177,05;-83080,17965
177,1;-83072,5178
177,15;-83064,85596
177,2;-83057,19412
177,25;-83049,4904
177,3;-83041,78669
177,35;-83034,04111
177,4;-83026,3374
177,45;-83018,59182
177,5;-83010,80437
177,55;-83003,01692
177,6;-82995,22948
177,65;-82987,44203
177,7;-82979,61271
177,75;-82971,7834
177,8;-82963,91221
177,85;-82956,04103
177,9;-82948,16984
177,95;-82940,25679
178;-82932,34374
178,05;-82924,43069
178,1;-82916,47577
178,15;-82908,52085
178,2;-82900,56593
178,25;-82892,56914
178,3;-82884,57235
178,35;-82876,5337
178,4;-82868,49504
178,45;-82860,45638
178,5;-82852,37586
178,55;-82844,29534
178,6;-82836,21481
178,65;-82828,09242
178,7;-82819,92816
178,75;-82811,80577
178,8;-82803,59964
178,85;-82795,43538
178,9;-82787,22925
178,95;-82779,02312
179;-82770,77513
179,05;-82762,52713
179,1;-82754,23727
179,15;-82745,9474
179,2;-82737,65754
179,25;-82729,32581
179,3;-82720,99408
179,35;-82712,62048
179,4;-82704,24688
179,45;-82695,83141
179,5;-82687,41594
179,55;-82679,00047
179,6;-82670,54314
179,65;-82662,04393
179,7;-82653,54473
179,75;-82645,04552
179,8;-82636,50445
179,85;-82627,96338
179,9;-82619,38044
179,95;-82610,7975
180;-82602,21456
180,05;-82593,54788
180,1;-82584,92308
180,15;-82576,2564
180,2;-82567,54786
180,25;-82558,83931
180,3;-82550,0889
180,35;-82541,33849
180,4;-82532,58808
180,45;-82523,7958
180,5;-82514,96165
180,55;-82506,1275
180,6;-82497,25148
180,65;-82488,37547
180,7;-82479,45758
180,75;-82470,5397
180,8;-82461,57995
180,85;-82452,6202
180,9;-82443,61858
180,95;-82434,57509
181;-82425,5316
181,05;-82416,48811
181,1;-82407,40276
181,15;-82398,27553
181,2;-82389,14831
181,25;-82379,97922
181,3;-82370,76826
181,35;-82361,5573
181,4;-82352,34634
181,45;-82343,09351
181,5;-82333,79881
181,55;-82324,46225
181,6;-82315,12568
181,65;-82305,74725
181,7;-82296,36882
181,75;-82286,94852
181,8;-82277,52822
181,85;-82268,02418
181,9;-82258,52015
181,95;-82249,01611
182;-82239,47021
182,05;-82229,88244
182,1;-82220,2528
182,15;-82210,62316
182,2;-82200,95165
182,25;-82191,23827
182,3;-82181,5249
182,35;-82171,76965
182,4;-82161,97254
182,45;-82152,17543
182,5;-82142,29458
182,55;-82132,41373
182,6;-82122,53288
182,65;-82112,5683
182,7;-82102,60372
182,75;-82092,59726
182,8;-82082,54894
182,85;-82072,50062
182,9;-82062,36857
182,95;-82052,23651
183;-82042,06259
183,05;-82031,8468
183,1;-82021,631
183,15;-82011,33148
183,2;-82001,03195
183,25;-81990,69055
183,3;-81980,30729
183,35;-81969,88216
183,4;-81959,41516
183,45;-81948,94816
183,5;-81938,39742
183,55;-81927,80482
183,6;-81917,21221
183,65;-81906,57774
183,7;-81895,85953
183,75;-81885,14132
183,8;-81874,38125
183,85;-81863,5793
183,9;-81852,69362
183,95;-81841,80794
184;-81830,8804
184,05;-81819,91098
184,1;-81808,85783
184,15;-81797,80468
184,2;-81786,70966
184,25;-81775,5309
184,3;-81764,31028
184,35;-81753,08965
184,4;-81741,78529
184,45;-81730,43906
184,5;-81719,05097
184,55;-81707,57914
184,6;-81696,1073
184,65;-81684,55174
184,7;-81672,9543
184,75;-81661,315
184,8;-81649,63382
184,85;-81637,86892
184,9;-81626,06214
184,95;-81614,2135
185;-81602,28112
185,05;-81590,30687
185,1;-81578,29075
185,15;-81566,1909
185,2;-81554,04918
185,25;-81541,82372
185,3;-81529,5564
185,35;-81517,20534
185,4;-81504,81241
185,45;-81492,37762
185,5;-81479,85908
185,55;-81467,25682
185,6;-81454,61268
185,65;-81441,88481
185,7;-81429,0732
185,75;-81416,21972
185,8;-81403,28251
185,85;-81390,26156
185,9;-81377,19875
185,95;-81364,01033
186;-81350,78004
186,05;-81337,46602
186,1;-81324,06826
186,15;-81310,62863
186,2;-81297,0634
186,25;-81283,41443
186,3;-81269,68172
186,35;-81255,86528
186,4;-81241,96511
186,45;-81227,9812
186,5;-81213,87168
186,55;-81199,7203
186,6;-81185,44331
186,65;-81171,04072
186,7;-81156,55439
186,75;-81141,98432
186,8;-81127,28866
186,85;-81112,50925
186,9;-81097,60424
186,95;-81082,57363
187;-81067,45928
187,05;-81052,21933
187,1;-81036,85378
187,15;-81021,36262
187,2;-81005,74585
187,25;-80990,00348
187,3;-80974,09364
187,35;-80958,10007
187,4;-80941,93902
187,45;-80925,65237
187,5;-80909,19824
187,55;-80892,57665
187,6;-80875,82945
187,65;-80858,91478
187,7;-80841,83263
187,75;-80824,62488
187,8;-80807,2078
187,85;-80789,58137
187,9;-80771,78747
187,95;-80753,8261
188;-80735,65538
188,05;-80717,27533
188,1;-80698,72781
188,15;-80679,92908
188,2;-80660,87914
188,25;-80641,61986
188,3;-80622,15124
188,35;-80602,38954
188,4;-80582,37664
188,45;-80562,11252
188,5;-80541,55534
188,55;-80520,70507
188,6;-80499,56173
188,65;-80478,12532
188,7;-80456,31209
188,75;-80434,16392
188,8;-80411,6808
188,85;-80388,82087
188,9;-80365,54226
188,95;-80341,84498
189;-80317,72901
189,05;-80293,11062
189,1;-80268,03169
189,15;-80242,45034
189,2;-80216,32471
189,25;-80189,61293
189,3;-80162,27312
189,35;-80134,26343
189,4;-80105,58385
189,45;-80076,15065
189,5;-80045,88008
189,55;-80014,73029
189,6;-79982,61754
189,65;-79949,49995
189,7;-79915,25192
189,75;-79879,74786
189,8;-79842,90402
189,85;-79804,51106
189,9;-79764,40152
189,95;-79722,36605
190;-79678,15344
190,05;-79631,42875
190,1;-79581,68957
190,15;-79528,47534
190,2;-79471,03244
190,25;-79408,31418
190,3;-79338,8133
190,35;-79260,26893
190,4;-79168,74548
190,45;-79056,79045
190,5;-78905,68884
190,55;-78625,34071
190,6;-78205,19533
190,65;-78203,56248
190,7;-78201,88776
190,75;-78200,21304
190,8;-78198,53832
190,85;-78196,8636
190,9;-78195,18888
190,95;-78193,51416
191;-78191,83944
191,05;-78190,16472
191,1;-78188,49
191,15;-78186,81528
191,2;-78185,14056
191,25;-78183,46584
191,3;-78181,79112
191,35;-78180,15827
191,4;-78178,48355
191,45;-78176,80883
191,5;-78175,13411
191,55;-78173,45939
191,6;-78171,78467
191,65;-78170,10995
191,7;-78168,43523
191,75;-78166,76051
191,8;-78165,08579
191,85;-78163,41107
191,9;-78161,73635
191,95;-78160,06163
192;-78158,38691
192,05;-78156,71219
192,1;-78155,03747
192,15;-78153,40462
192,2;-78151,7299
192,25;-78150,05518
192,3;-78148,38046
192,35;-78146,70574
192,4;-78145,03102
192,45;-78143,3563
192,5;-78141,68158
192,55;-78140,00686
192,6;-78138,33214
192,65;-78136,65742
192,7;-78134,9827
192,75;-78133,30798
192,8;-78131,63326
192,85;-78129,95854
192,9;-78128,28382
192,95;-78126,6091
193;-78124,97624
193,05;-78123,30152
193,1;-78121,6268
193,15;-78119,95208
193,2;-78118,27736
193,25;-78116,60264
193,3;-78114,92792
193,35;-78113,2532
193,4;-78111,57848
193,45;-78109,90376
193,5;-78108,22904
193,55;-78106,55432
193,6;-78104,8796
193,65;-78103,20488
193,7;-78101,53016
193,75;-78099,85544
193,8;-78098,18072
193,85;-78096,506
193,9;-78094,83128
193,95;-78093,19843
194;-78091,52371
194,05;-78089,84899
194,1;-78088,17427
194,15;-78086,49955
194,2;-78084,82483
194,25;-78083,15011
194,3;-78081,47539
194,35;-78079,80067
194,4;-78078,12595
194,45;-78076,45123
194,5;-78074,77651
194,55;-78073,10179
194,6;-78071,42707
194,65;-78069,75235
194,7;-78068,07763
194,75;-78066,40291
194,8;-78064,72819
194,85;-78063,05347
194,9;-78061,37875
194,95;-78059,70403
195;-78058,02931
195,05;-78056,35459
195,1;-78054,67987
195,15;-78053,04702
195,2;-78051,3723
195,25;-78049,69758
195,3;-78048,02286
195,35;-78046,34814
195,4;-78044,67342
195,45;-78042,9987
195,5;-78041,32398
195,55;-78039,64926
195,6;-78037,97454
195,65;-78036,29982
195,7;-78034,6251
195,75;-78032,95038
195,8;-78031,27566
195,85;-78029,60094
195,9;-78027,92622
195,95;-78026,2515
196;-78024,57678
196,05;-78022,90206
196,1;-78021,22734
196,15;-78019,55262
196,2;-78017,8779
196,25;-78016,20318
196,3;-78014,52846
196,35;-78012,85374
196,4;-78011,17902
196,45;-78009,5043
196,5;-78007,82958
196,55;-78006,15486
196,6;-78004,48014
196,65;-78002,80542
196,7;-78001,1307
196,75;-77999,45598
196,8;-77997,82313
196,85;-77996,14841
196,9;-77994,47369
196,95;-77992,79897
197;-77991,12425
197,05;-77989,44953
197,1;-77987,77481
197,15;-77986,10009
197,2;-77984,42537
197,25;-77982,75065
197,3;-77981,07593
197,35;-77979,40121
197,4;-77977,72649
197,45;-77976,05177
197,5;-77974,37705
197,55;-77972,70233
197,6;-77971,02761
197,65;-77969,35289
197,7;-77967,67817
197,75;-77966,00345
197,8;-77964,32873
197,85;-77962,65401
197,9;-77960,97929
197,95;-77959,30457
198;-77957,62985
198,05;-77955,95513
198,1;-77954,28041
198,15;-77952,60569
198,2;-77950,93097
198,25;-77949,25625
198,3;-77947,58153
198,35;-77945,90681
198,4;-77944,23209
198,45;-77942,55737
198,5;-77940,88265
198,55;-77939,20793
198,6;-77937,53321
198,65;-77935,85849
198,7;-77934,18377
198,75;-77932,50905
198,8;-77930,83433
198,85;-77929,15961
198,9;-77927,48489
198,95;-77925,81017
199;-77924,13545
199,05;-77922,46073
199,1;-77920,78601
199,15;-77919,11129
199,2;-77917,43657
199,25;-77915,76185
199,3;-77914,08713
199,35;-77912,41241
199,4;-77910,73769
199,45;-77909,06297
199,5;-77907,38825
199,55;-77905,71353
199,6;-77904,03881
199,65;-77902,36409
199,7;-77900,68937
199,75;-77899,01465
199,8;-77897,33993
199,85;-77895,66521
199,9;-77893,99049
199,95;-77892,31577
200;-77890,64105
200,05;-77888,96633
200,1;-77887,29161
200,15;-77885,61689
200,2;-77883,94217
200,25;-77882,26745
200,3;-77880,59273
200,35;-77878,91801
200,4;-77877,24329
200,45;-77875,56857
200,5;-77873,89385
200,55;-77872,21913
200,6;-77870,54441
200,65;-77868,86969
200,7;-77867,19497
200,75;-77865,52025
200,8;-77863,84553
200,85;-77862,17081
200,9;-77860,49609
200,95;-77858,82137
201;-77857,14665
201,05;-77855,47193
201,1;-77853,79721
201,15;-77852,12249
201,2;-77850,44777
201,25;-77848,77305
201,3;-77847,09833
201,35;-77845,42361
201,4;-77843,74889
201,45;-77842,07417
201,5;-77840,39945
201,55;-77838,72473
201,6;-77837,05001
201,65;-77835,37529
201,7;-77833,70057
201,75;-77832,02585
201,8;-77830,35113
201,85;-77828,67641
201,9;-77826,95982
201,95;-77825,2851
202;-77823,61038
202,05;-77821,93566
202,1;-77820,26094
202,15;-77818,58622
202,2;-77816,9115
202,25;-77815,23678
202,3;-77813,56206
202,35;-77811,88734
202,4;-77810,21262
202,45;-77808,5379
202,5;-77806,86318
202,55;-77805,18846
202,6;-77803,51374
202,65;-77801,83902
202,7;-77800,1643
202,75;-77798,48958
202,8;-77796,81486
202,85;-77795,14014
202,9;-77793,46542
202,95;-77791,7907
203;-77790,11598
203,05;-77788,44126
203,1;-77786,76654
203,15;-77785,09182
203,2;-77783,4171
203,25;-77781,74238
203,3;-77780,06766
203,35;-77778,39294
203,4;-77776,71822
203,45;-77775,00163
203,5;-77773,32691
203,55;-77771,65219
203,6;-77769,97747
203,65;-77768,30275
203,7;-77766,62803
203,75;-77764,95331
203,8;-77763,27859
203,85;-77761,60387
203,9;-77759,92915
203,95;-77758,25443
204;-77756,57971
204,05;-77754,90499
204,1;-77753,23027
204,15;-77751,55555
204,2;-77749,88083
204,25;-77748,20611
204,3;-77746,53139
204,35;-77744,85667
204,4;-77743,18195
204,45;-77741,50723
204,5;-77739,83251
204,55;-77738,11592
204,6;-77736,4412
204,65;-77734,76648
204,7;-77733,09176
204,75;-77731,41704
204,8;-77729,74232
204,85;-77728,0676
204,9;-77726,39288
204,95;-77724,71816
205;-77723,04344
205,05;-77721,36872
205,1;-77719,694
205,15;-77718,01928
205,2;-77716,34456
205,25;-77714,66984
205,3;-77712,99512
205,35;-77711,3204
205,4;-77709,64568
205,45;-77707,9291
205,5;-77706,25438
205,55;-77704,57966
205,6;-77702,90494
205,65;-77701,23022
205,7;-77699,5555
205,75;-77697,88078
205,8;-77696,20606
205,85;-77694,53134
205,9;-77692,85662
205,95;-77691,1819
206;-77689,50718
206,05;-77687,83246
206,1;-77686,15774
206,15;-77684,48302
206,2;-77682,76643
206,25;-77681,09171
206,3;-77679,41699
206,35;-77677,74227
206,4;-77676,06755
206,45;-77674,39283
206,5;-77672,71811
206,55;-77671,04339
206,6;-77669,36867
206,65;-77667,69395
206,7;-77666,01923
206,75;-77664,34451
206,8;-77662,66979
206,85;-77660,9532
206,9;-77659,27848
206,95;-77657,60376
207;-77655,92904
207,05;-77654,25432
207,1;-77652,5796
207,15;-77650,90488
207,2;-77649,23016
207,25;-77647,55544
207,3;-77645,88072
207,35;-77644,206
207,4;-77642,53128
207,45;-77640,85656
207,5;-77639,13997
207,55;-77637,46525
207,6;-77635,79053
207,65;-77634,11581
207,7;-77632,44109
207,75;-77630,76637
207,8;-77629,09165
207,85;-77627,41693
207,9;-77625,74221
207,95;-77624,06749
208;-77622,39277
208,05;-77620,67618
208,1;-77619,00146
208,15;-77617,32674
208,2;-77615,65202
208,25;-77613,9773
208,3;-77612,30258
208,35;-77610,62786
208,4;-77608,95314
208,45;-77607,27842
208,5;-77605,6037
208,55;-77603,92898
208,6;-77602,2124
208,65;-77600,53768
208,7;-77598,86296
208,75;-77597,18824
208,8;-77595,51352
208,85;-77593,8388
208,9;-77592,16408
208,95;-77590,48936
209;-77588,81464
209,05;-77587,09805
209,1;-77585,42333
209,15;-77583,74861
209,2;-77582,07389
209,25;-77580,39917
209,3;-77578,72445
209,35;-77577,04973
209,4;-77575,37501
209,45;-77573,70029
209,5;-77572,02557
209,55;-77570,30898
209,6;-77568,63426
209,65;-77566,95954
209,7;-77565,28482
209,75;-77563,6101
209,8;-77561,93538
209,85;-77560,26066
209,9;-77558,58594
209,95;-77556,91122
210;-77555,19463
210,05;-77553,51991
210,1;-77551,84519
210,15;-77550,17047
210,2;-77548,49575
210,25;-77546,82103
210,3;-77545,14631
210,35;-77543,47159
210,4;-77541,755
210,45;-77540,08028
210,5;-77538,40556
210,55;-77536,73084
210,6;-77535,05612
210,65;-77533,3814
210,7;-77531,70668
210,75;-77530,03196
210,8;-77528,31538
210,85;-77526,64066
210,9;-77524,96594
210,95;-77523,29122
211;-77521,6165
211,05;-77519,94178
211,1;-77518,26706
211,15;-77516,59234
211,2;-77514,87575
211,25;-77513,20103
211,3;-77511,52631
211,35;-77509,85159
211,4;-77508,17687
211,45;-77506,50215
211,5;-77504,82743
211,55;-77503,15271
211,6;-77501,43612
211,65;-77499,7614
211,7;-77498,08668
211,75;-77496,41196
211,8;-77494,73724
211,85;-77493,06252
211,9;-77491,3878
211,95;-77489,67121
212;-77487,99649
212,05;-77486,32177
212,1;-77484,64705
212,15;-77482,97233
212,2;-77481,29761
212,25;-77479,62289
212,3;-77477,9063
212,35;-77476,23158
212,4;-77474,55686
212,45;-77472,88214
212,5;-77471,20742
212,55;-77469,5327
212,6;-77467,85798
212,65;-77466,1414
212,7;-77464,46668
212,75;-77462,79196
212,8;-77461,11724
212,85;-77459,44252
212,9;-77457,7678
212,95;-77456,05121
213;-77454,37649
213,05;-77452,70177
213,1;-77451,02705
213,15;-77449,35233
213,2;-77447,67761
213,25;-77446,00289
213,3;-77444,2863
213,35;-77442,61158
213,4;-77440,93686
213,45;-77439,26214
213,5;-77437,58742
213,55;-77435,9127
213,6;-77434,19611
213,65;-77432,52139
213,7;-77430,84667
213,75;-77429,17195
213,8;-77427,49723
213,85;-77425,82251
213,9;-77424,10592
213,95;-77422,4312
214;-77420,75648
214,05;-77419,08176
214,1;-77417,40704
214,15;-77415,73232
214,2;-77414,01574
214,25;-77412,34102
214,3;-77410,6663
214,35;-77408,99158
214,4;-77407,31686
214,45;-77405,64214
214,5;-77403,92555
214,55;-77402,25083
214,6;-77400,57611
214,65;-77398,90139
214,7;-77397,22667
214,75;-77395,55195
214,8;-77393,83536
214,85;-77392,16064
214,9;-77390,48592
214,95;-77388,8112
215;-77387,13648
215,05;-77385,41989
215,1;-77383,74517
215,15;-77382,07045
215,2;-77380,39573
215,25;-77378,72101
215,3;-77377,04629
215,35;-77375,3297
215,4;-77373,65498
215,45;-77371,98026
215,5;-77370,30554
215,55;-77368,63082
215,6;-77366,91424
215,65;-77365,23952
215,7;-77363,5648
215,75;-77361,89008
215,8;-77360,21536
215,85;-77358,49877
215,9;-77356,82405
215,95;-77355,14933
216;-77353,47461
216,05;-77351,79989
216,1;-77350,0833
216,15;-77348,40858
216,2;-77346,73386
216,25;-77345,05914
216,3;-77343,38442
216,35;-77341,66783
216,4;-77339,99311
216,45;-77338,31839
216,5;-77336,64367
216,55;-77334,96895
216,6;-77333,25236
216,65;-77331,57764
216,7;-77329,90292
216,75;-77328,2282
216,8;-77326,55348
216,85;-77324,8369
216,9;-77323,16218
216,95;-77321,48746
217;-77319,81274
217,05;-77318,13802
217,1;-77316,42143
217,15;-77314,74671
217,2;-77313,07199
217,25;-77311,39727
217,3;-77309,72255
217,35;-77308,00596
217,4;-77306,33124
217,45;-77304,65652
217,5;-77302,9818
217,55;-77301,26521
217,6;-77299,59049
217,65;-77297,91577
217,7;-77296,24105
217,75;-77294,56633
217,8;-77292,84974
217,85;-77291,17502
217,9;-77289,5003
217,95;-77287,82558
218;-77286,109
218,05;-77284,43428
218,1;-77282,75956
218,15;-77281,08484
218,2;-77279,41012
218,25;-77277,69353
218,3;-77276,01881
218,35;-77274,34409
218,4;-77272,66937
218,45;-77270,95278
218,5;-77269,27806
218,55;-77267,60334
218,6;-77265,92862
218,65;-77264,21203
218,7;-77262,53731
218,75;-77260,86259
218,8;-77259,18787
218,85;-77257,51315
218,9;-77255,79656
218,95;-77254,12184
219;-77252,44712
219,05;-77250,7724
219,1;-77249,05582
219,15;-77247,3811
219,2;-77245,70638
219,25;-77244,03166
219,3;-77242,31507
219,35;-77240,64035
219,4;-77238,96563
219,45;-77237,29091
219,5;-77235,57432
219,55;-77233,8996
219,6;-77232,22488
219,65;-77230,55016
219,7;-77228,83357
219,75;-77227,15885
219,8;-77225,48413
219,85;-77223,80941
219,9;-77222,09282
219,95;-77220,4181
220;-77218,74338
220,05;-77217,06866
220,1;-77215,35208
220,15;-77213,67736
220,2;-77212,00264
220,25;-77210,32792
220,3;-77208,61133
220,35;-77206,93661
220,4;-77205,26189
220,45;-77203,58717
220,5;-77201,87058
220,55;-77200,19586
220,6;-77198,52114
220,65;-77196,80455
220,7;-77195,12983
220,75;-77193,45511
220,8;-77191,78039
220,85;-77190,0638
220,9;-77188,38908
220,95;-77186,71436
221;-77185,03964
221,05;-77183,32306
221,1;-77181,64834
221,15;-77179,97362
221,2;-77178,2989
221,25;-77176,58231
221,3;-77174,90759
221,35;-77173,23287
221,4;-77171,51628
221,45;-77169,84156
221,5;-77168,16684
221,55;-77166,49212
221,6;-77164,77553
221,65;-77163,10081
221,7;-77161,42609
221,75;-77159,7095
221,8;-77158,03478
221,85;-77156,36006
221,9;-77154,68534
221,95;-77152,96876
222;-77151,29404
222,05;-77149,61932
222,1;-77147,90273
222,15;-77146,22801
222,2;-77144,55329
222,25;-77142,87857
222,3;-77141,16198
222,35;-77139,48726
222,4;-77137,81254
222,45;-77136,09595
222,5;-77134,42123
222,55;-77132,74651
222,6;-77131,07179
222,65;-77129,3552
222,7;-77127,68048
222,75;-77126,00576
222,8;-77124,28918
222,85;-77122,61446
222,9;-77120,93974
222,95;-77119,22315
223;-77117,54843
223,05;-77115,87371
223,1;-77114,19899
223,15;-77112,4824
223,2;-77110,80768
223,25;-77109,13296
223,3;-77107,41637
223,35;-77105,74165
223,4;-77104,06693
223,45;-77102,35034
223,5;-77100,67562
223,55;-77099,0009
223,6;-77097,28432
223,65;-77095,6096
223,7;-77093,93488
223,75;-77092,21829
223,8;-77090,54357
223,85;-77088,86885
223,9;-77087,19413
223,95;-77085,47754
224;-77083,80282
224,05;-77082,1281
224,1;-77080,41151
224,15;-77078,73679
224,2;-77077,06207
224,25;-77075,34548
224,3;-77073,67076
224,35;-77071,99604
224,4;-77070,27946
224,45;-77068,60474
224,5;-77066,93002
224,55;-77065,21343
224,6;-77063,53871
224,65;-77061,86399
224,7;-77060,1474
224,75;-77058,47268
224,8;-77056,79796
224,85;-77055,08137
224,9;-77053,40665
224,95;-77051,73193
225;-77050,01534
225,05;-77048,34062
225,1;-77046,6659
225,15;-77044,94932
225,2;-77043,2746
225,25;-77041,59988
225,3;-77039,88329
225,35;-77038,20857
225,4;-77036,53385
225,45;-77034,81726
225,5;-77033,14254
225,55;-77031,46782
225,6;-77029,75123
225,65;-77028,07651
225,7;-77026,35992
225,75;-77024,6852
225,8;-77023,01048
225,85;-77021,2939
225,9;-77019,61918
225,95;-77017,94446
226;-77016,22787
226,05;-77014,55315
226,1;-77012,87843
226,15;-77011,16184
226,2;-77009,48712
226,25;-77007,8124
226,3;-77006,09581
226,35;-77004,42109
226,4;-77002,7045
226,45;-77001,02978
226,5;-76999,35506
226,55;-76997,63848
226,6;-76995,96376
226,65;-76994,28904
226,7;-76992,57245
226,75;-76990,89773
226,8;-76989,22301
226,85;-76987,50642
226,9;-76985,8317
226,95;-76984,11511
227;-76982,44039
227,05;-76980,76567
227,1;-76979,04908
227,15;-76977,37436
227,2;-76975,69964
227,25;-76973,98306
227,3;-76972,30834
227,35;-76970,59175
227,4;-76968,91703
227,45;-76967,24231
227,5;-76965,52572
227,55;-76963,851
227,6;-76962,17628
227,65;-76960,45969
227,7;-76958,78497
227,75;-76957,06838
227,8;-76955,39366
227,85;-76953,71894
227,9;-76952,00236
227,95;-76950,32764
228;-76948,61105
228,05;-76946,93633
228,1;-76945,26161
